Date,Volcano Name,ID,Type,VEI,Latitude,Longitude,Frequency
1978-11-02,"Fournaise, Piton de la",14383,Eruption,2.0,-21.244,55.708,3
1978-11-03,Klyuchevskoy,19480,Eruption,2.0,56.056000000000004,160.642,3
1978-11-04,Galeras,11376,Eruption,1.0,1.22,-77.37,3
1978-11-05,Asamayama,17809,Eruption,1.0,36.406,138.523,3
1978-11-06,Lewotobi,16304,Eruption,2.0,-8.542,122.775,3
1978-11-29,Northern EPR at 10.7°N,10326,Eruption,0.0,10.73,-103.58,3
1978-12-06,Izu-Torishima,18372,Eruption,2.0,30.484,140.303,3
1978-12-21,Hekla,12754,Eruption,3.0,63.983000000000004,-19.666,3
1978-12-23,Kikai,17000,Eruption,1.0,30.793000000000003,130.305,3
1979-01-16,Marapi,15471,Eruption,1.0,-0.38,100.47399999999999,4
1979-01-27,San Cristobal,10888,Eruption,1.0,12.702,-87.00399999999999,3
1979-02-16,Galeras,11375,Eruption,1.0,1.22,-77.37,3
1979-02-16,Galeras,11375,Eruption,1.0,1.22,-77.37,3
1979-02-16,Montagu Island,13205,Eruption,1.0,-58.445,-26.374000000000002,3
1979-02-16,Montagu Island,13205,Eruption,1.0,-58.445,-26.374000000000002,3
1979-04-15,Leroboleng,16308,Eruption,3.0,-8.365,122.833,3
1979-04-28,Bulusan,16764,Eruption,2.0,12.769,124.056,4
1979-05-20,Asosan,17336,Eruption,2.0,32.884,131.10399999999998,5
1979-05-22,Ijen,16175,Eruption,1.0,-8.058,114.242,3
1979-06-25,Klyuchevskoy,19475,Eruption,2.0,56.056000000000004,160.642,3
1979-07-02,Guagua Pichincha,11495,Eruption,1.0,-0.171,-78.598,3
1979-07-02,Guagua Pichincha,11495,Eruption,1.0,-0.171,-78.598,1
1979-07-24,Sheveluch,19587,Eruption,3.0,56.653,161.36,3
1979-08-17,Tungurahua,11643,Eruption,3.0,-1.4669999999999999,-78.442,3
1979-09-11,Witori,15027,Eruption,3.0,-5.5760000000000005,150.516,3
1979-09-16,Lokon-Empung,16461,Eruption,2.0,1.358,124.792,3
1979-09-23,Epi,15331,Eruption,1.0,-16.68,168.37,3
1979-09-24,Bezymianny,19380,Eruption,2.0,55.972,160.595,3
1979-09-29,Etna,13837,Eruption,1.0,37.748000000000005,14.999,3
1979-10-01,"Fournaise, Piton de la",14384,Eruption,1.0,-21.244,55.708,3
1979-10-06,Masaya,11038,Eruption,1.0,11.985,-86.165,3
1979-10-16,San Miguel,10864,Eruption,1.0,13.434000000000001,-88.26899999999999,4
1979-10-17,Kerinci,15528,Eruption,2.0,-1.6969999999999998,101.264,3
1979-10-23,Lewotobi,16294,Eruption,2.0,-8.542,122.775,7
1979-10-27,Ulawun,15065,Eruption,2.0,-5.05,151.33,3
1979-11-02,Lokon-Empung,16453,Eruption,2.0,1.358,124.792,5
1979-11-27,Lokon-Empung,16460,Eruption,2.0,1.358,124.792,3
1979-12-09,Miyakejima,18273,Eruption,3.0,34.094,139.526,3
1979-12-12,Tengger Caldera,16062,Eruption,2.0,-7.942,112.95,3
1979-12-13,Kikai,16999,Eruption,2.0,30.793000000000003,130.305,3
1979-12-25,Suwanosejima,16946,Eruption,3.0,29.638,129.714,3
1980-01-14,White Island,14490,Eruption,3.0,-37.52,177.18,4
1980-01-23,Marapi,15475,Eruption,2.0,-0.38,100.47399999999999,4
1980-02-21,Nyiragongo,14106,Eruption,1.0,-1.52,29.25,3
1980-02-23,East Gakkel Ridge at 85°E,12976,Eruption,2.0,85.60799999999999,85.25,3
1980-02-27,Ulawun,15050,Eruption,2.0,-5.05,151.33,7
1980-03-31,Bezymianny,19367,Eruption,2.0,55.972,160.595,4
1980-05-25,Kuchinoerabujima,16977,Eruption,1.0,30.443,130.217,5
1980-05-27,San Cristobal,10889,Eruption,1.0,12.702,-87.00399999999999,3
1980-06-18,Taal,16857,Eruption,2.0,14.002,120.993,6
1980-06-19,Paluweh,16270,Eruption,2.0,-8.32,121.708,4
1980-06-25,Krakatau,15622,Eruption,2.0,-6.102,105.42299999999999,3
1980-08-03,Kirishimayama,17162,Eruption,1.0,31.934,130.862,4
1980-08-10,Etorofu-Yakeyama [Grozny Group],18752,Eruption,1.0,45.012,147.871,5
1980-09-06,San Miguel,10860,Eruption,2.0,13.434000000000001,-88.26899999999999,7
1980-09-07,Gaua,15223,Eruption,2.0,-14.27,167.5,6
1980-10-24,Fukutoku-Oka-no-Ba,18458,Eruption,1.0,24.285,141.481,4
1980-10-25,Avachinsky,19103,Eruption,2.0,53.256,158.836,4
1980-10-26,Semisopochnoi,19673,Eruption,2.0,51.93,179.58,4
1981-01-02,Ebeko,18875,Eruption,2.0,50.68600000000001,156.014,4
1981-01-09,Ambrym,15275,Eruption,2.0,-16.25,168.12,5
1981-01-18,White Island,14483,Eruption,2.0,-37.52,177.18,6
1981-01-19,Concepcion,11071,Eruption,2.0,11.538,-85.62200000000001,4
1981-01-23,Bulusan,16768,Eruption,2.0,12.769,124.056,4
1981-01-30,Akutan,20033,Eruption,2.0,54.13399999999999,-165.986,4
1981-01-30,Akutan,20033,Eruption,2.0,54.13399999999999,-165.986,1
1981-02-12,Villarrica,12178,Eruption,1.0,-39.42,-71.93,4
1981-02-24,Minami-Hiyoshi,18424,Eruption,0.0,23.5,141.935,5
1981-03-26,Krakatau,15618,Eruption,2.0,-6.102,105.42299999999999,4
1981-04-25,Gamalama,16667,Eruption,2.0,0.8,127.33,4
1981-07-01,Ontakesan,17457,Eruption,2.0,35.893,137.48,4
1981-10-17,Lascar,11863,Eruption,0.0,-23.37,-67.73,4
1982-01-18,Akutan,20028,Eruption,2.0,54.13399999999999,-165.986,4
1982-01-23,Gaua,15227,Eruption,2.0,-14.27,167.5,4
1982-03-09,Nyamuragira,14068,Eruption,1.0,-1.4080000000000001,29.2,5
1982-03-09,Nyamuragira,14068,Eruption,1.0,-1.4080000000000001,29.2,1
1982-03-29,Bezymianny,19356,Eruption,2.0,55.972,160.595,4
1982-03-29,Bezymianny,19356,Eruption,2.0,55.972,160.595,1
1982-04-09,Etna,13810,Eruption,2.0,37.748000000000005,14.999,4
1982-05-10,Krakatau,15612,Eruption,1.0,-6.102,105.42299999999999,4
1982-09-20,Marapi,15468,Eruption,2.0,-0.38,100.47399999999999,5
1982-10-04,Ulawun,15055,Eruption,1.0,-5.05,151.33,4
1982-12-19,Lokon-Empung,16450,Eruption,1.0,1.358,124.792,10
1982-12-20,Ruapehu,14633,Eruption,1.0,-39.28,175.57,8
1982-12-28,Tupungatito,11898,Eruption,1.0,-33.425,-69.797,4
1983-01-06,Paluweh,16272,Eruption,1.0,-8.32,121.708,4
1983-01-22,Suwanosejima,16938,Eruption,2.0,29.638,129.714,4
1983-01-24,Lopevi,15308,Eruption,2.0,-16.507,168.34599999999998,6
1983-02-05,Bezymianny,19355,Eruption,3.0,55.972,160.595,4
1983-03-21,Tupungatito,20561,Eruption,2.0,-33.425,-69.797,4
1983-04-04,Lascar,11860,Eruption,1.0,-23.37,-67.73,6
1983-04-15,Dieng Volcanic Complex,15787,Eruption,1.0,-7.2,109.87899999999999,4
1983-05-07,Jan Mayen,12970,Eruption,3.0,71.082,-8.155,6
1983-05-26,Karangetang,16526,Eruption,2.0,2.781,125.40700000000001,6
1983-06-08,Sheveluch,19580,Eruption,1.0,56.653,161.36,4
1983-06-21,Asosan,17340,Eruption,1.0,32.884,131.10399999999998,4
1983-07-02,Klyuchevskoy,19473,Eruption,2.0,56.056000000000004,160.642,3
1983-07-02,Klyuchevskoy,19473,Eruption,2.0,56.056000000000004,160.642,2
1983-07-11,Raung,16140,Eruption,1.0,-8.119,114.056,5
1983-07-11,Raung,16140,Eruption,1.0,-8.119,114.056,1
1983-08-12,Rincon de la Vieja,11097,Eruption,2.0,10.83,-85.324,6
1983-09-05,Nyiragongo,14105,Eruption,1.0,-1.52,29.25,4
1983-09-06,Rinjani,16224,Eruption,3.0,-8.42,116.47,4
1983-09-17,Bezymianny,19369,Eruption,2.0,55.972,160.595,4
1983-10-22,Veniaminof,20172,Eruption,1.0,56.17,-159.38,4
1983-10-30,Vailulu'u,14802,Eruption,0.0,-14.215,-169.058,4
1983-11-16,Etna,13827,Eruption,1.0,37.748000000000005,14.999,4
1983-12-07,Monowai,14711,Eruption,0.0,-25.886999999999997,-177.188,4
1983-12-15,Ruapehu,14657,Eruption,1.0,-39.28,175.57,4
1983-12-20,Izu-Tobu,17379,Eruption,1.0,34.9,139.09799999999998,4
1983-12-22,Niigata-Yakeyama,17549,Eruption,1.0,36.921,138.036,4
1984-01-17,Fernandina,11665,Eruption,2.0,-0.37,-91.55,6
1984-04-24,Kanlaon,16743,Eruption,1.0,10.412,123.132,4
1984-05-03,Ebeko,18876,Eruption,1.0,50.68600000000001,156.014,4
1984-05-17,Kanlaon,16744,Eruption,2.0,10.412,123.132,4
1984-05-25,Asosan,17346,Eruption,2.0,32.884,131.10399999999998,4
1984-05-26,Ioto,18411,Eruption,1.0,24.750999999999998,141.289,6
1984-08-22,"Fournaise, Piton de la",14373,Eruption,0.0,-21.244,55.708,4
1984-09-19,Gareloi,19687,Eruption,1.0,51.79,-178.794,4
1984-09-20,Chikurachki,18853,Eruption,2.0,50.324,155.461,5
1984-09-22,Karymsky,19184,Eruption,3.0,54.049,159.44299999999998,6
1984-10-13,Telica,10931,Eruption,2.0,12.606,-86.84,4
1984-10-20,Akutan,20027,Eruption,2.0,54.13399999999999,-165.986,4
1984-11-17,Io-Torishima,16919,Eruption,1.0,27.881,128.22299999999998,8
1984-11-23,Bagana,15135,Eruption,3.0,-6.1370000000000005,155.196,8
1984-12-28,Rincon de la Vieja,11100,Eruption,2.0,10.83,-85.324,4
1984-12-30,Villarrica,12166,Eruption,1.0,-39.42,-71.93,5
1985-01-03,Merapi,15917,Eruption,2.0,-7.54,110.446,4
1985-01-31,Cameroon,14132,Eruption,2.0,4.203,9.17,4
1985-03-04,Shishaldin,20088,Eruption,2.0,54.756,-163.97,4
1985-03-07,Kavachi,15162,Eruption,1.0,-8.991,157.97899999999998,5
1985-03-25,Ulawun,15061,Eruption,1.0,-5.05,151.33,4
1985-04-03,Akan,18698,Eruption,1.0,43.38399999999999,144.013,12
1985-04-08,Lonquimay,12016,Eruption,3.0,-38.379,-71.586,4
1985-06-23,Kilauea,10107,Eruption,0.0,19.421,-155.287,6
1985-08-08,Iliboleng,16326,Eruption,1.0,-8.342,123.258,4
1985-09-05,Akutan,20035,Eruption,2.0,54.13399999999999,-165.986,4
1985-09-15,Redoubt,20389,Eruption,3.0,60.485,-152.74200000000002,7
1985-10-03,Suwanosejima,16941,Eruption,2.0,29.638,129.714,4
1985-11-09,Klyuchevskoy,19470,Eruption,2.0,56.056000000000004,160.642,4
1985-11-28,"Lengai, Ol Doinyo",14020,Eruption,3.0,-2.764,35.914,7
1985-12-16,Karangetang,16528,Eruption,2.0,2.781,125.40700000000001,5
1985-12-25,Kavachi,15165,Eruption,1.0,-8.991,157.97899999999998,5
1986-01-07,Nyiragongo,14101,Eruption,1.0,-1.52,29.25,5
1986-01-16,Raung,16144,Eruption,2.0,-8.119,114.056,5
1986-03-22,Reventador,11445,Eruption,2.0,-0.077,-77.656,5
1986-03-22,Reventador,11445,Eruption,2.0,-0.077,-77.656,1
1986-04-30,Niigata-Yakeyama,17548,Eruption,1.0,36.921,138.036,4
1986-05-05,Klyuchevskoy,19455,Eruption,2.0,56.056000000000004,160.642,6
1986-05-07,"Fournaise, Piton de la",14368,Eruption,1.0,-21.244,55.708,5
1986-05-12,Akutan,20030,Eruption,2.0,54.13399999999999,-165.986,4
1986-05-26,Augustine,20262,Eruption,4.0,59.363,-153.43,4
1986-06-03,Sheveluch,19583,Eruption,3.0,56.653,161.36,4
1986-06-03,Sheveluch,19583,Eruption,3.0,56.653,161.36,1
1986-06-20,Pagan,18516,Eruption,1.0,18.13,145.8,4
1986-06-24,Central Bismarck Sea,14860,Eruption,0.0,-3.03,147.78,5
1986-06-29,Langila,14993,Eruption,2.0,-5.525,148.42,7
1986-07-05,Redoubt,20387,Eruption,3.0,60.485,-152.74200000000002,9
1986-07-05,Redoubt,20387,Eruption,3.0,60.485,-152.74200000000002,2
1986-07-12,Suwanosejima,16940,Eruption,2.0,29.638,129.714,4
1986-07-19,Supply Reef,18477,Eruption,0.0,20.13,145.1,4
1986-07-21,Reventador,11444,Eruption,3.0,-0.077,-77.656,5
1986-08-05,Etna,13797,Eruption,0.0,37.748000000000005,14.999,6
1986-08-26,Saunders,22332,Eruption,0.0,-57.8,-26.483,4
1986-09-05,Galapagos Rift,10347,Eruption,0.0,0.792,-86.15,5
1986-09-17,Sheveluch,19567,Eruption,2.0,56.653,161.36,4
1986-10-20,Suretamatai,15215,Eruption,2.0,-13.8,167.47,11
1986-10-21,Ioto,18410,Eruption,1.0,24.750999999999998,141.289,6
1986-10-23,Moua Pihaa,10306,Eruption,0.0,-18.325,-148.525,6
1986-10-24,Etna,13819,Eruption,1.0,37.748000000000005,14.999,4
1986-11-14,White Island,14484,Eruption,2.0,-37.52,177.18,5
1986-11-19,Makian,16689,Eruption,3.0,0.32,127.4,4
1986-12-02,Banda Api,16420,Eruption,3.0,-4.523,129.881,4
1987-01-13,Ambae,15236,Eruption,2.0,-15.389000000000001,167.835,4
1987-02-03,"Negro, Cerro",10966,Eruption,2.0,12.505999999999998,-86.70200000000001,4
1987-02-14,Amukta,19789,Eruption,1.0,52.5,-171.252,4
1987-02-25,Rabaul,15096,Eruption,4.0,-4.271,152.203,4
1987-03-13,Kuwae,15347,Eruption,0.0,-16.829,168.53599999999997,5
1987-03-15,Ruapehu,14642,Eruption,1.0,-39.28,175.57,5
1987-03-16,Asosan,17347,Eruption,2.0,32.884,131.10399999999998,4
1987-05-03,Kilauea,10113,Eruption,0.0,19.421,-155.287,5
1987-05-06,Lopevi,15309,Eruption,2.0,-16.507,168.34599999999998,5
1987-05-18,Moua Pihaa,10305,Eruption,0.0,-18.325,-148.525,6
1987-06-03,Tolbachik,19316,Eruption,2.0,55.832,160.326,8
1987-06-07,Llaima,12070,Eruption,2.0,-38.692,-71.729,4
1987-06-14,Adatarayama,17913,Eruption,1.0,37.647,140.281,4
1987-06-21,Seguam,19782,Eruption,2.0,52.315,-172.51,4
1987-06-24,Gamalama,16672,Eruption,2.0,0.8,127.33,4
1987-06-27,Bezymianny,19368,Eruption,3.0,55.972,160.595,4
1987-09-02,Trident,20236,Eruption,3.0,58.236000000000004,-155.1,5
1987-09-28,Fogo,13137,Eruption,2.0,14.95,-24.35,4
1987-10-03,Pavlof,20140,Eruption,3.0,55.417,-161.894,5
1987-10-08,Poas,11180,Eruption,1.0,10.2,-84.23299999999999,4
1987-11-02,Poas,11181,Eruption,1.0,10.2,-84.23299999999999,4
1987-11-24,Ruapehu,14634,Eruption,1.0,-39.28,175.57,8
1987-11-27,Kilauea,10110,Eruption,0.0,19.421,-155.287,5
1987-11-30,Kirishimayama,17161,Eruption,1.0,31.934,130.862,4
1988-01-13,Bagana,15136,Eruption,2.0,-6.1370000000000005,155.196,7
1988-02-24,Raung,16141,Eruption,2.0,-8.119,114.056,5
1988-03-13,Concepcion,11065,Eruption,2.0,11.538,-85.62200000000001,4
1988-03-23,Llaima,12065,Eruption,2.0,-38.692,-71.729,4
1988-05-02,Bezymianny,19352,Eruption,2.0,55.972,160.595,4
1988-05-05,Karkar,14946,Eruption,2.0,-4.649,145.964,5
1988-05-11,"Fournaise, Piton de la",14370,Eruption,2.0,-21.244,55.708,4
1988-05-21,Akan,18700,Eruption,1.0,43.38399999999999,144.013,4
1988-06-02,Rincon de la Vieja,11101,Eruption,1.0,10.83,-85.324,4
1988-06-05,Ulawun,15058,Eruption,3.0,-5.05,151.33,4
1988-06-07,Manam,14927,Eruption,3.0,-4.08,145.037,5
1988-06-11,Pavlof,20139,Eruption,1.0,55.417,-161.894,5
1988-07-11,Bezymianny,19361,Eruption,3.0,55.972,160.595,4
1988-07-16,Karthala,14202,Eruption,1.0,-11.75,43.38,5
1988-07-23,Peuet Sague,15375,Eruption,2.0,4.9030000000000005,96.289,4
1988-08-04,Monowai,14710,Eruption,0.0,-25.886999999999997,-177.188,4
1988-08-17,Etna,13814,Eruption,1.0,37.748000000000005,14.999,4
1988-08-21,Bezymianny,19362,Eruption,3.0,55.972,160.595,4
1988-08-27,Batur,16199,Eruption,1.0,-8.242,115.375,5
1988-09-26,Kavachi,15170,Eruption,2.0,-8.991,157.97899999999998,4
1988-09-30,Asamayama,17805,Eruption,2.0,36.406,138.523,4
1988-10-03,Kilauea,10117,Eruption,0.0,19.421,-155.287,4
1988-10-08,Izu-Oshima,18234,Eruption,1.0,34.724000000000004,139.394,7
1988-10-10,Rumble III,14674,Eruption,0.0,-35.745,178.47799999999998,5
1988-10-23,Hekla,12752,Eruption,2.0,63.983000000000004,-19.666,4
1988-11-08,Raung,16146,Eruption,3.0,-8.119,114.056,4
1988-12-16,Gorely,19025,Eruption,2.0,52.559,158.03,4
1989-01-11,Macdonald,10314,Eruption,0.0,-28.98,-140.25,7
1989-02-13,San Miguel,10863,Eruption,1.0,13.434000000000001,-88.26899999999999,4
1989-03-08,Macdonald,10320,Eruption,0.0,-28.98,-140.25,4
1989-03-17,Etna,13813,Eruption,3.0,37.748000000000005,14.999,4
1989-04-02,Etna,13811,Eruption,1.0,37.748000000000005,14.999,4
1989-04-09,Alaid,18889,Eruption,2.0,50.861000000000004,155.565,4
1989-04-13,Monowai,14709,Eruption,0.0,-25.886999999999997,-177.188,4
1989-04-16,Iliboleng,16322,Eruption,2.0,-8.342,123.258,4
1989-04-20,Lopevi,15315,Eruption,2.0,-16.507,168.34599999999998,4
1989-04-25,Telica,10929,Eruption,1.0,12.606,-86.84,5
1989-04-28,Kiska,19665,Eruption,2.0,52.103,177.602,6
1989-05-09,Teahitia,10299,Eruption,0.0,-17.564,-148.821,4
1989-05-14,Mayon,16806,Eruption,3.0,13.257,123.685,4
1989-05-23,Kusatsu-Shiranesan,17842,Eruption,1.0,36.618,138.528,5
1989-05-24,Augustine,20272,Eruption,4.0,59.363,-153.43,5
1989-05-25,Chirinkotan,18829,Eruption,1.0,48.98,153.48,4
1989-07-10,Langila,14994,Eruption,2.0,-5.525,148.42,6
1989-07-24,Etna,13805,Eruption,2.0,37.748000000000005,14.999,4
1989-08-03,Didicas,16878,Eruption,2.0,19.077,122.20200000000001,4
1989-08-12,Kilauea,10115,Eruption,0.0,19.421,-155.287,4
1989-08-20,Farallon de Pajaros,18494,Eruption,0.0,20.546,144.893,7
1989-08-21,San Cristobal,10881,Eruption,1.0,12.702,-87.00399999999999,5
1989-10-02,Karymsky,19183,Eruption,1.0,54.049,159.44299999999998,8
1989-10-18,Tolbachik,19317,Eruption,2.0,55.832,160.326,7
1989-10-29,Supply Reef,18475,Eruption,0.0,20.13,145.1,6
1989-11-21,Sangeang Api,16251,Eruption,3.0,-8.2,119.07,4
1989-11-24,Klyuchevskoy,19465,Eruption,3.0,56.056000000000004,160.642,4
1989-12-08,Macdonald,10319,Eruption,0.0,-28.98,-140.25,4
1989-12-15,Poas,11177,Eruption,2.0,10.2,-84.23299999999999,5
1989-12-16,Augustine,20271,Eruption,1.0,59.363,-153.43,6
1989-12-16,Augustine,20271,Eruption,1.0,59.363,-153.43,1
1989-12-20,Poas,11173,Eruption,2.0,10.2,-84.23299999999999,5
1990-01-14,Ruapehu,14638,Eruption,2.0,-39.28,175.57,5
1990-01-16,Fukutoku-Oka-no-Ba,17600,Eruption,2.0,24.285,141.481,4
1990-01-16,Fukutoku-Oka-no-Ba,17600,Eruption,2.0,24.285,141.481,1
1990-01-20,Mauna Loa,10226,Eruption,0.0,19.475,-155.608,4
1990-02-09,Mayon,16805,Eruption,2.0,13.257,123.685,4
1990-02-20,Marapi,15469,Eruption,1.0,-0.38,100.47399999999999,4
1990-03-13,Asamayama,17806,Eruption,1.0,36.406,138.523,4
1990-03-25,Teahitia,10300,Eruption,0.0,-17.564,-148.821,4
1990-04-18,Villarrica,12165,Eruption,2.0,-39.42,-71.93,6
1990-04-26,Axial Seamount,20922,Eruption,0.0,45.95,-130.0,5
1990-05-15,Shishaldin,20086,Eruption,2.0,54.756,-163.97,5
1990-05-17,Raung,16145,Eruption,1.0,-8.119,114.056,4
1990-05-20,Shishaldin,20087,Eruption,2.0,54.756,-163.97,4
1990-05-24,Raung,16147,Eruption,2.0,-8.119,114.056,4
1990-06-04,Krakatau,15608,Eruption,1.0,-6.102,105.42299999999999,11
1990-06-07,Galunggung,15722,Eruption,1.0,-7.25,108.05799999999999,4
1990-06-14,Ambrym,15286,Eruption,2.0,-16.25,168.12,4
1990-06-22,Guagua Pichincha,11492,Eruption,1.0,-0.171,-78.598,4
1990-07-14,Miyakejima,18272,Eruption,3.0,34.094,139.526,4
1990-07-16,Talang,15491,Eruption,1.0,-0.9790000000000001,100.681,6
1990-07-18,Pavlof,20147,Eruption,2.0,55.417,-161.894,4
1990-08-09,Marapi,15472,Eruption,1.0,-0.38,100.47399999999999,4
1990-09-01,Concepcion,11067,Eruption,2.0,11.538,-85.62200000000001,4
1990-09-23,Langila,14996,Eruption,2.0,-5.525,148.42,5
1990-09-30,Lascar,11864,Eruption,3.0,-23.37,-67.73,4
1990-10-01,Ritter Island,14973,Eruption,1.0,-5.519,148.115,5
1990-10-02,Colima,10470,Eruption,1.0,19.514,-103.62,4
1990-10-08,"Chillan, Nevados de",11991,Eruption,2.0,-36.868,-71.378,5
1990-11-04,Kavachi,15167,Eruption,2.0,-8.991,157.97899999999998,4
1990-11-07,Asosan,17337,Eruption,1.0,32.884,131.10399999999998,5
1990-11-25,Shikotsu,18632,Eruption,1.0,42.688,141.38,4
1990-12-13,Klyuchevskoy,19454,Eruption,3.0,56.056000000000004,160.642,7
1990-12-21,Sorikmarapi,15413,Eruption,2.0,0.6859999999999999,99.539,6
1991-01-04,Akita-Komagatake,18053,Eruption,2.0,39.760999999999996,140.799,6
1991-01-11,Bezymianny,19353,Eruption,3.0,55.972,160.595,4
1991-01-28,Wolf,11690,Eruption,1.0,0.02,-91.35,4
1991-03-01,Soputan,16427,Eruption,2.0,1.112,124.73700000000001,5
1991-03-01,Soputan,16427,Eruption,2.0,1.112,124.73700000000001,1
1991-04-24,Ambrym,15290,Eruption,1.0,-16.25,168.12,4
1991-04-29,Gamalama,16673,Eruption,2.0,0.8,127.33,4
1991-05-04,Long Island,14965,Eruption,1.0,-5.358,147.12,4
1991-05-04,Long Island,14965,Eruption,1.0,-5.358,147.12,1
1991-06-15,Izu-Oshima,18238,Eruption,1.0,34.724000000000004,139.394,6
1991-08-03,Kelimutu,16263,Eruption,1.0,-8.77,121.82,6
1991-08-15,Makushin,19991,Eruption,1.0,53.891000000000005,-166.923,4
1991-08-26,Kick 'em Jenny,12466,Eruption,0.0,12.3,-61.64,4
1991-12-13,Fuego,10722,Eruption,3.0,14.472999999999999,-90.88,9
1991-12-19,Ioto,18413,Eruption,1.0,24.750999999999998,141.289,5
1991-12-27,Poas,11185,Eruption,1.0,10.2,-84.23299999999999,4
1991-12-28,Kavachi,15163,Eruption,1.0,-8.991,157.97899999999998,5
1992-01-10,Klyuchevskoy,19471,Eruption,2.0,56.056000000000004,160.642,4
1992-02-09,Sangeang Api,16250,Eruption,2.0,-8.2,119.07,8
1992-03-03,Ruapehu,14661,Eruption,1.0,-39.28,175.57,4
1992-04-08,Villarrica,12173,Eruption,1.0,-39.42,-71.93,4
1992-04-11,Monowai,14714,Eruption,0.0,-25.886999999999997,-177.188,4
1992-04-23,Poas,11174,Eruption,2.0,10.2,-84.23299999999999,5
1992-04-23,Poas,11174,Eruption,2.0,10.2,-84.23299999999999,1
1992-04-24,Ambrym,15278,Eruption,2.0,-16.25,168.12,4
1992-05-04,Jan Mayen,12972,Eruption,0.0,71.082,-8.155,4
1992-05-15,Ioto,18417,Eruption,1.0,24.750999999999998,141.289,4
1992-05-16,Fukujin,18434,Eruption,1.0,21.93,143.47,5
1992-05-21,Soputan,16430,Eruption,2.0,1.112,124.73700000000001,4
1992-05-22,Soufriere Guadeloupe,12368,Eruption,2.0,16.044,-61.663999999999994,5
1992-06-15,"Fournaise, Piton de la",14377,Eruption,1.0,-21.244,55.708,3
1992-06-23,Kaitoku Seamount,18374,Eruption,0.0,26.127,141.102,4
1992-06-24,Guagua Pichincha,11499,Eruption,1.0,-0.171,-78.598,3
1992-06-28,Azumayama,17937,Eruption,1.0,37.735,140.244,5
1992-06-29,Tengger Caldera,16058,Eruption,1.0,-7.942,112.95,4
1992-07-18,Kick 'em Jenny,12460,Eruption,0.0,12.3,-61.64,17
1992-07-29,Saunders,13204,Eruption,0.0,-57.8,-26.483,3
1992-07-30,Grimsvotn,12841,Eruption,3.0,64.416,-17.316,3
1992-08-12,Pavlof,20151,Eruption,2.0,55.417,-161.894,3
1992-08-19,Taal,16856,Eruption,2.0,14.002,120.993,6
1992-08-25,Kanlaon,16748,Eruption,1.0,10.412,123.132,3
1992-08-28,Poas,11188,Eruption,1.0,10.2,-84.23299999999999,3
1992-09-06,Akutan,20023,Eruption,2.0,54.13399999999999,-165.986,5
1992-09-15,Karthala,14204,Eruption,2.0,-11.75,43.38,4
1992-09-24,Niigata-Yakeyama,17551,Eruption,1.0,36.921,138.036,3
1992-09-26,Llaima,12072,Eruption,2.0,-38.692,-71.729,3
1992-09-27,Lateiki,14766,Eruption,0.0,-19.18,-174.87,4
1992-09-28,Terceira,19963,Eruption,0.0,38.73,-27.32,3
1992-09-30,Marchena,11730,Eruption,2.0,0.33,-90.47,4
1992-10-09,Korovin,19757,Eruption,0.0,52.381,-174.166,5
1992-10-11,Nyamuragira,14079,Eruption,2.0,-1.4080000000000001,29.2,3
1992-10-17,Llaima,12073,Eruption,2.0,-38.692,-71.729,3
1992-10-18,Raung,16139,Eruption,1.0,-8.119,114.056,6
1992-10-22,Unnamed,14729,Eruption,1.0,-20.851999999999997,-175.55,3
1992-10-23,Kavachi,15159,Eruption,2.0,-8.991,157.97899999999998,8
1992-10-24,Irazu,11231,Eruption,1.0,9.979,-83.852,5
1992-11-08,Akutan,20037,Eruption,2.0,54.13399999999999,-165.986,4
1992-11-11,Batur,16205,Eruption,1.0,-8.242,115.375,3
1992-11-18,Popocatepetl,10551,Eruption,3.0,19.023,-98.62200000000001,3
1992-11-21,Pagan,18519,Eruption,1.0,18.13,145.8,4
1992-11-24,Eastern Gemini Seamount,15356,Eruption,1.0,-20.98,170.28,3
1992-11-25,Bezymianny,19350,Eruption,2.0,55.972,160.595,5
1992-12-05,"Negro, Cerro",10965,Eruption,3.0,12.505999999999998,-86.70200000000001,4
1992-12-07,Galapagos Rift,10348,Eruption,0.0,0.792,-86.15,3
1992-12-11,"Watt, Morne",12374,Eruption,1.0,15.307,-61.305,3
1992-12-12,Ijen,16173,Eruption,1.0,-8.058,114.242,4
1992-12-14,Veniaminof,20170,Eruption,2.0,56.17,-159.38,4
1992-12-26,Krakatau,15617,Eruption,1.0,-6.102,105.42299999999999,4
1993-01-09,Karymsky,19186,Eruption,3.0,54.049,159.44299999999998,3
1993-01-13,"Fournaise, Piton de la",14382,Eruption,1.0,-21.244,55.708,3
1993-01-19,Cleveland,19811,Eruption,3.0,52.825,-169.94400000000002,4
1993-01-20,Macdonald,10323,Eruption,0.0,-28.98,-140.25,4
1993-02-05,San Cristobal,10882,Eruption,1.0,12.702,-87.00399999999999,5
1993-02-06,Veniaminof,20173,Eruption,1.0,56.17,-159.38,3
1993-02-10,Makushin,19990,Eruption,1.0,53.891000000000005,-166.923,4
1993-02-22,Monowai,14720,Eruption,0.0,-25.886999999999997,-177.188,3
1993-03-08,Villarrica,12180,Eruption,1.0,-39.42,-71.93,3
